"achievement.soulrefiner.common1.goal" : "成功开启炼魂阵并杀死一个人。"
"achievement.soulrefiner.common1.cond" : ""
"achievement.soulrefiner.common1.splitted.0" : "收割Reaping"

"achievement.soulrefiner.common2.title" :"Don't think about leaving"
"achievement.soulrefiner.common2.goal" :  "用炼魂阵杀死两个及以上玩家"
"achievement.soulrefiner.common2.cond" : ""

"achievement.soulrefiner.challenge1.title" :"Getting stronger and stronger"
"achievement.soulrefiner.challenge1.goal" :  "使用击杀和炼魂阵杀死五名玩家"
"achievement.soulrefiner.challenge1.cond" : ""

"achievement.soulrefiner.another1.title" : "I am the only one, the strong do not need companions"
"achievement.soulrefiner.another1.goal" : "用炼魂阵杀死两名及以上的伪装者或中立。"
"achievement.soulrefiner.another1.cond" : ""

"achievement.sommelier.common1.title" : "微醺"
"achievement.sommelier.common1.goal" : "递酒一次"
"achievement.sommelier.common1.cond" : ""

"achievement.sommelier.common2.title" : "是谁喝醉了？"
"achievement.sommelier.common2.goal" : "鉴定一次"
"achievement.sommelier.common2.cond" : ""

"achievement.sommelier.challenge1.title" : "远方与诗，好酒和你"
"achievement.sommelier.challenge1.goal" : "鉴定两回合后通过船员获胜"
"achievement.sommelier.challenge1.cond" : ""
"achievement.sommelier.challenge1.splitted.2" : "远方Distance"

"achievement.sommelier.another1.title" : "太过随意"
"achievement.sommelier.another1.goal" : " 给迷你船员递酒后被驱逐"
"achievement.sommelier.another1.cond" : ""
"achievement.sommelier.another1.splitted.1" : "随缘Random"

"achievement.nicesplicer.common1.title" : "扭动时空"
"achievement.nicesplicer.common1.goal" : " 折跃一次"
"achievement.nicesplicer.common1.cond" : ""

"achievement.nicesplicer.common2.title" : "大忙人"
"achievement.nicesplicer.common2.goal" : "一局游戏中折跃十次"
"achievement.nicesplicer.common2.cond" : ""

"achievement.nicesplicer.another1.title" : "扭曲的力量使人恐慌"
"achievement.nicesplicer.another1.goal" : " 使用一次技能后被驱逐"
"achievement.nicesplicer.another1.cond" : ""

"achievement.nicesplicer.challenge1.title" : "嘿！抓到你了"
"achievement.nicesplicer.challenge1.goal" : "折跃到凶手现场"
"achievement.nicesplicer.challenge1.cond" : ""

"achievement.evilsplicer.common1.title" : "时空裂缝"
"achievement.evilsplicer.common1.goal" : "成功处决一次"
"achievement.evilsplicer.common1.cond" : ""

"achievement.evilsplicer.challenge1.title" : "停不下来了"
"achievement.evilsplicer.challenge1.goal" : "一回合处决三个人"
"achievement.evilsplicer.challenge1.cond" : ""

"achievement.insomniacs.another1.title" : "自由的风"
"achievement.insomniacs.another1.goal" : "入梦职业是中立阵营"
"achievement.insomniacs.another1.cond" : ""

"achievement.insomniacs.another2.title" : "嘴里有咸咸的味道"
"achievement.insomniacs.another2.goal" : "入梦职业是伪装者阵营"
"achievement.insomniacs.another2.cond" : ""

"achievement.insomniacs.another3.title" : "你为什么哭"
"achievement.insomniacs.another3.goal" : "入梦职业是船员阵营"
"achievement.insomniacs.another3.cond" : ""

"achievement.insomniacs.another4.title" : "无法醒来的梦"
"achievement.insomniacs.another4.goal" : "被织梦人击杀"
"achievement.insomniacs.another4.cond" : ""
"achievement.insomniacs.another4.splitted.0" : "达不到"

"achievement.insomniacs.another5.title" : "强制入眠"
"achievement.insomniacs.another5.goal" : "被伪装者击杀"
"achievement.insomniacs.another5.cond" : ""
"achievement.insomniacs.another5.splitted.0" : "永眠的Eternally Sleeping"

"achievement.insomniacs.another6.title" : "美妙的体验"
"achievement.insomniacs.another6.goal" : "入梦后一回合内梦醒"
"achievement.insomniacs.another6.flavor" : "”我好像做了一个噩梦。或许吧。”"
"achievement.insomniacs.another6.cond" : ""

"achievement.insomniacs.common1.title" : "现在开始入眠吧？"
"achievement.insomniacs.common1.goal" : "入梦一次"
"achievement.insomniacs.common1.cond" : ""
"achievement.insomniacs.common1.splitted.0" : "入梦的Dreaming"

"achievement.insomniacs.challenge1.title" : "不需要醒来"
"achievement.insomniacs.challenge1.goal" : "入梦成功并保持入梦身份和伪装者一起获胜"
"achievement.insomniacs.challenge1.cond" : ""
"achievement.insomniacs.challenge1.splitted.0" : "无梦的Dreamless"

"achievement.insomniacs.challenge2.title" : "交织的幻觉，纯黑的梦境"
"achievement.insomniacs.challenge2.goal" : "失眠症患者吞食织梦人并最后通过伪装者达成胜利。"
"achievement.insomniacs.challenge2.cond" : ""
"achievement.insomniacs.challenge2.flavor" : "”这场梦为我自己而织” -来自虚无缥缈的远处"
"achievement.insomniacs.challenge2.splitted.1" : "交织梦境Interwoven Dreams"

"achievement.yandere.common1.title" : "嫉妒使我面目全非"
"achievement.yandere.common1.goal" : "击杀一个情敌"
"achievement.yandere.common1.cond" : ""
"achievement.yandere.common1.splitted.0" : "扭曲的"

"achievement.yandere.another1.title" : "我就说我们两个天造地设的一对儿！"
"achievement.yandere.another1.goal" : "和宝贝在其他阵营一起获胜"
"achievement.yandere.another1.cond" : "病娇和宝贝通过豺狼阵营获胜或和船员一起获胜（宝贝船员，爱心使招募病娇）"
"achievement.yandere.another1.splitted.1" : "天造地设Ideal"

"achievement.yandere.another2.title" : "到底是谁干的！？"
"achievement.yandere.another2.goal" : "宝贝死亡的情况下击杀五个人及以上且获胜，但没有击杀到击杀宝贝的凶手"
"achievement.yandere.another2.cond" : ""
"achievement.yandere.another2.splitted.1" : "虚无Void"

"achievement.yandere.another3.title" : "唯一的念想"
"achievement.yandere.another3.goal" : "宝贝第一轮死亡的情况下获胜"
"achievement.yandere.another3.cond" : ""
"achievement.yandere.another3.splitted.0" : "唯一Sole
"achievement.yandere.challenge1.title" : "情敌？不存在的！"
"achievement.yandere.challenge1.goal" : "击杀五个人及以上后获得胜利"
"achievement.yandere.challenge1.cond" : ""
"achievement.yandere.challenge1.splitted.2" : "不存在Nonexistence"

"achievement.yandere.challenge2.title" : "爱要用行动表达"
"achievement.yandere.challenge2.goal" : "病娇获胜"
"achievement.yandere.challenge2.cond" : ""
"achievement.yandere.challenge2.splitted.2" : "爱意Love"

"achievement.yandere.challenge3.title" : "心意只属于你"
"achievement.yandere.challenge3.goal" : "和宝贝一起通过病娇获胜条件获胜"
"achievement.yandere.challenge3.cond" : ""
"achievement.yandere.challenge3.splitted.1" : "只有Only"

"achievement.tunny.common1.title" : "鱼罐头"
"achievement.tunny.common1.goal" : "第一轮窒息而死"
"achievement.tunny.common1.cond" : ""

"achievement.tunny.common2.title" : "总有人嫌新鲜的鱼腥"
"achievement.tunny.common2.goal" : "非窒息而死的方式死亡"
"achievement.tunny.common2.cond" : ""

"achievement.tunny.another1.title" : "咕噜咕噜"
"achievement.tunny.another1.goal" : "死因为泡中窒息"
"achievement.tunny.another1.cond" : ""
"achievement.tunny.another1.splitted.2" : "泡泡"

"achievement.tunny.challenge1.title" : "辽阔的海洋"
"achievement.tunny.challenge1.goal" : "金枪鱼跟随胜利"
"achievement.tunny.challenge1.cond" : ""

"achievement.lawyer.another1.title" : "好想跳槽"
"achievement.lawyer.another1.goal" : "将票投给客户"
"achievement.lawyer.another1.cond" : ""
"achievement.lawyer.another1.splitted.2" : "单干Woodshedder"

"achievement.lawyer.another2.title" : "我早就不想干了"
"achievement.lawyer.another2.goal" : "被豺狼招募后击杀自己的客户且胜利"
"achievement.lawyer.another2.cond" : ""
"achievement.lawyer.another2.splitted.1" : "离开"

"achievement.lawyer.another3.title" : "动物保护法"
"achievement.lawyer.another3.goal" : "仅和豺狼客户和一只鱼一起获胜"
"achievement.lawyer.another3.cond" : ""
"achievement.lawyer.another3.splitted.2" : "保护法Protection Laws"

"achievement.lawyer.challenge1.title" : "完美的辩论"
"achievement.lawyer.challenge1.goal" : "和客户一起存活到最后且获胜"
"achievement.lawyer.challenge1.cond" : ""

"achievement.lawyer.challenge2.title" : "有一个优秀的合伙人很重要"
"achievement.lawyer.challenge2.goal" : "第一轮死亡的情况下跟随客户获胜"
"achievement.lawyer.challenge2.cond" : ""
"achievement.lawyer.challenge2.splitted.1" : "优秀Excellent"

"achievement.pursuer.common1.title" : "和平官员"
"achievement.pursuer.common1.goal" : "交出一次空包弹"
"achievement.pursuer.common1.cond" : ""

"achievement.pursuer.challenge1.title" : "和和气气别打架"
"achievement.pursuer.challenge1.goal" : "使用完所有空包弹且获胜"
"achievement.pursuer.challenge1.cond" : ""

"achievement.pursuer.challenge2.title" : "干活干到底"
"achievement.pursuer.challenge2.goal" : "和客户的阵营跟随胜利"
"achievement.pursuer.challenge2.cond" : ""

"achievement.evilAce.common1.title" : "第一手机密"
"achievement.evilAce.common1.goal" : "击杀三个人及其以上后赌杀成功"
"achievement.evilAce.common1.cond" : ""

"achievement.evilAce.challenge1.title" : "完美的行动"
"achievement.evilAce.challenge1.goal" : "击杀五个人及以上且获胜"
"achievement.evilAce.challenge1.cond" : ""
"achievement.evilAce.challenge1.splitted.0" : "行动Acting"

"achievement.evilAce.challenge2.title" : "Kill的K是王牌KING"
"achievement.evilAce.challenge2.goal" : "击杀五个人及以上"
"achievement.evilAce.challenge2.cond" : ""
"achievement.evilAce.challenge2.splitted.2" : "KING"

"achievement.crawlerengineer.common1.title" : "精妙信息"
"achievement.crawlerengineer.common1.goal" : "使用一次特殊地图"
"achievement.crawlerengineer.common1.cond" : ""
"achievement.crawlerengineer.common1.splitted.2" : "了如指掌Omniscience"

"achievement.crawlerengineer.challenge1.title" : "事件明晰起来了"
"achievement.crawlerengineer.challenge1.goal" : "使用特殊地图后的会议上赌杀一个玩家"
"achievement.crawlerengineer.challenge1.cond" : ""

"achievement.crawlerengineer.another1.title" : "计谋的偏差"
"achievement.crawlerengineer.another1.goal" : "击杀一个人后被驱逐"
"achievement.crawlerengineer.another1.cond" : ""
"achievement.crawlerengineer.another1.splitted.0" : "出现偏差的Abnormal"

"achievement.shifter.common1.title" : "这个瞧着不错"
"achievement.shifter.common1.goal" : "成功交换一次身份"
"achievement.shifter.common1.cond" : ""

"achievement.shifter.challenge1.title" : "这个活就该我来干！"
"achievement.shifter.challenge1.goal" : "交换到警长且执法成功一次"
"achievement.shifter.challenge1.cond" : ""

"achievement.shifter.another1.title" : "这不好玩"
"achievement.shifter.another1.goal" : "交换失败而自杀"
"achievement.shifter.another1.cond" : ""

"achievement.holmes.common1.title" : "初次调查"
"achievement.holmes.common1.goal" : "使用调查技能获取一名玩家的职业"
"achievement.holmes.common1.cond" : ""

"achievement.holmes.common2.title" : "真相的揭露者"
"achievement.holmes.common2.goal" : "使用调查技能获取一名内鬼或中立的职业并使其出局"
"achievement.holmes.common2.cond" : ""


"achievement.holmes.challenge1.title" : "小心谨慎的名侦探"
"achievement.holmes.challenge1.goal" : "作为福尔摩斯，使用技能后存活到游戏结束。"
"achievement.holmes.challenge1.cond" : ""

"achievement.holmes.another1.title" : "迷雾中的线索"
"achievement.holmes.another1.goal" : "调查了一名莫里亚蒂阵营的玩家身份后，被莫兰上校所杀"
"achievement.holmes.another1.cond" : ""

"achievement.moriarty.common1.title" : "阴影中的操控者"
"achievement.moriarty.common1.goal" : "洗脑一名玩家成为莫兰上校"
"achievement.moriarty.common1.cond" : ""
"achievement.moriarty.common1.splitted.0" : "阴影中的"

"achievement.moriarty.common2.title" : "心思缜密的犯罪学家"
"achievement.moriarty.common2.goal" : "成功击杀福尔摩斯"
"achievement.moriarty.common2.cond" : ""
"achievement.moriarty.common2.splitted.0" : "心思缜密的Calculating"

"achievement.moriarty.challenge1.title" : "超级反派"
"achievement.moriarty.challenge1.goal" : "在莫兰上校死亡的情况下和福尔摩斯同归于尽"
"achievement.moriarty.challenge1.cond" : ""
"achievement.moriarty.challenge1.splitted.2" : "超级反派Supervillain"

"achievement.moriarty.another1.title" : "这会是好的开始吗？"
"achievement.moriarty.another1.goal" : "洗脑福尔摩斯"
"achievement.moriarty.another1.cond" : ""

"achievement.moran.common1.title" : "锁定目标"
"achievement.moran.common1.goal" : "狙杀一名玩家"
"achievement.moran.common1.cond" : ""
"achievement.moran.common1.splitted.0" : "被锁定的"

"achievement.moran.common2.title" : "终于等到你！"
"achievement.moran.common2.goal" : "狙杀福尔摩斯"
"achievement.moran.common2.cond" : ""

"achievement.moran.challenge1.title" : "迷雾中的杀手"
"achievement.moran.challenge1.goal" : "在被福尔摩斯调查后 狙杀福尔摩斯"
"achievement.moran.challenge1.cond" : ""
"achievement.moran.challenge1.splitted.0" : "迷雾中的Misty"

"achievement.moran.another1.title" : "幽灵狙击手"
"achievement.moran.another1.goal" : "在隐身状态下击杀福尔摩斯"
"achievement.moran.another1.cond" : ""
"achievement.moran.another1.splitted.2" : "幽灵Phantom"

"achievement.crow.common1.title" : "乌鸦伙伴"
"achievement.crow.common1.goal" : "笼罩一次"
"achievement.crow.common1.cond" : ""
"achievement.crow.common1.splitted.2" : "伙伴"

"achievement.crow.common2.title" : "需要一点技巧"
"achievement.crow.common2.goal" : "传送后击杀一名玩家"
"achievement.crow.common2.cond" : ""
"achievement.crow.common2.splitted.0" : "需要"

"achievement.dreamweaver.another1.title" : "弃疗者"
"achievement.dreamweaver.another1.goal" : "击杀失眠症患者"
"achievement.dreamweaver.another1.cond" : ""
"achievement.dreamweaver.another1.splitted.0" : "没有梦的Hopeless"

"achievement.dreamweaver.challenge1.title" : "梦境世界"
"achievement.dreamweaver.challenge1.goal" : "伪装者阵营只有自己存活的情况下，和存活的入梦人一起获得胜利"
"achievement.dreamweaver.challenge1.cond" : ""
"achievement.dreamweaver.challenge1.splitted.2" : "世界World"

"achievement.ferryman.common1.title" : "我带你找医生"
"achievement.ferryman.common1.goal" : "拖动一次尸体"
"achievement.ferryman.common1.cond" : ""

